2281008,г Москва аллея Петровско-Разумовская д.16,Москва,аллея Петровско-Разумовская д.16,аллея,Петровско-Разумовская ,д.16,8200620,муниципальный округ Аэропорт,н.д.
2281008,г Москва аллея Петровско-Разумовская д.18,Москва,аллея Петровско-Разумовская д.18,аллея,Петровско-Разумовская ,д.18,7631211,муниципальный округ Аэропорт,1939
2281008,г Москва аллея Петровско-Разумовская д.20,Москва,аллея Петровско-Разумовская д.20,аллея,Петровско-Разумовская ,д.20,8257769,муниципальный округ Аэропорт,1996
2281008,г Москва аллея Петровско-Разумовская д.6,Москва,аллея Петровско-Разумовская д.6,аллея,Петровско-Разумовская ,д.6,8200610,муниципальный округ Аэропорт,н.д.
2281008,г Москва аллея Петровско-Разумовская д.8,Москва,аллея Петровско-Разумовская д.8,аллея,Петровско-Разумовская ,д.8,8200615,муниципальный округ Аэропорт,н.д.
2281008,г Москва пер Авиационный д.4,Москва,пер Авиационный д.4,пер,Авиационный ,д.4,7855713,муниципальный округ Аэропорт,1959
2281008,г Москва пер Авиационный д.8,Москва,пер Авиационный д.8,пер,Авиационный ,д.8,8199795,муниципальный округ Аэропорт,н.д.
2281008,г Москва пер Балтийский 1-й д.4,Москва,пер Балтийский 1-й д.4,пер,Балтийский 1-й ,д.4,7823264,муниципальный округ Аэропорт,1940
2281008,г Москва пер Балтийский 2-й д.1/18 кор.А,Москва,пер Балтийский 2-й д.1/18 кор.А,пер,Балтийский 2-й ,д.1/18 кор.А,7823294,муниципальный округ Аэропорт,1959
2281008,г Москва пер Балтийский 2-й д.1/18 кор.Б,Москва,пер Балтийский 2-й д.1/18 кор.Б,пер,Балтийский 2-й ,д.1/18 кор.Б,7823306,муниципальный округ Аэропорт,1959
2281008,г Москва пер Балтийский 2-й д.2,Москва,пер Балтийский 2-й д.2,пер,Балтийский 2-й ,д.2,7823316,муниципальный округ Аэропорт,1959
2281008,г Москва пер Балтийский 2-й д.4,Москва,пер Балтийский 2-й д.4,пер,Балтийский 2-й ,д.4,8199787,муниципальный округ Аэропорт,н.д.
2281008,г Москва пер Балтийский 2-й д.4 кор.А,Москва,пер Балтийский 2-й д.4 кор.А,пер,Балтийский 2-й ,д.4 кор.А,7823332,муниципальный округ Аэропорт,1963
2281008,г Москва пер Балтийский 2-й д.5,Москва,пер Балтийский 2-й д.5,пер,Балтийский 2-й ,д.5,7823349,муниципальный округ Аэропорт,1959
2281008,г Москва пер Балтийский 2-й д.6,Москва,пер Балтийский 2-й д.6,пер,Балтийский 2-й ,д.6,8229483,муниципальный округ Аэропорт,1962
2281008,г Москва пер Балтийский 3-й д.4 кор.1,Москва,пер Балтийский 3-й д.4 кор.1,пер,Балтийский 3-й ,д.4 кор.1,8259464,муниципальный округ Аэропорт,1957
2281008,г Москва пер Балтийский 3-й д.4 кор.3,Москва,пер Балтийский 3-й д.4 кор.3,пер,Балтийский 3-й ,д.4 кор.3,7572951,муниципальный округ Аэропорт,1961
2281008,г Москва пер Балтийский 3-й д.4 кор.4,Москва,пер Балтийский 3-й д.4 кор.4,пер,Балтийский 3-й ,д.4 кор.4,7572953,муниципальный округ Аэропорт,1964
2281008,г Москва пер Балтийский 3-й д.6 кор.2,Москва,пер Балтийский 3-й д.6 кор.2,пер,Балтийский 3-й ,д.6 кор.2,8259470,муниципальный округ Аэропорт,1999
2281008,г Москва пер Балтийский 3-й д.6 кор.3,Москва,пер Балтийский 3-й д.6 кор.3,пер,Балтийский 3-й ,д.6 кор.3,8259477,муниципальный округ Аэропорт,1998
2281008,г Москва пер Эльдорадовский д.3,Москва,пер Эльдорадовский д.3,пер,Эльдорадовский ,д.3,8201016,муниципальный округ Аэропорт,н.д.
2281008,г Москва пер Эльдорадовский д.4,Москва,пер Эльдорадовский д.4,пер,Эльдорадовский ,д.4,8201008,муниципальный округ Аэропорт,н.д.
2281008,г Москва пер Эльдорадовский д.5,Москва,пер Эльдорадовский д.5,пер,Эльдорадовский ,д.5,7631195,муниципальный округ Аэропорт,н.д.
2281008,г Москва пер Эльдорадовский д.7,Москва,пер Эльдорадовский д.7,пер,Эльдорадовский ,д.7,7631201,муниципальный округ Аэропорт,н.д.
2281008,г Москва пр-кт Ленинградский д.44,Москва,пр-кт Ленинградский д.44,пр-кт,Ленинградский ,д.44,8259493,муниципальный округ Аэропорт,1937
2281008,г Москва пр-кт Ленинградский д.48 кор.2,Москва,пр-кт Ленинградский д.48 кор.2,пр-кт,Ленинградский ,д.48 кор.2,8259498,муниципальный округ Аэропорт,1958
2281008,г Москва пр-кт Ленинградский д.48/2 строение 1,Москва,пр-кт Ленинградский д.48/2 строение 1,пр-кт,Ленинградский ,д.48/2 строение 1,7631150,муниципальный округ Аэропорт,н.д.
2281008,г Москва пр-кт Ленинградский д.50,Москва,пр-кт Ленинградский д.50,пр-кт,Ленинградский ,д.50,8200582,муниципальный округ Аэропорт,н.д.
2281008,г Москва пр-кт Ленинградский д.54/1,Москва,пр-кт Ленинградский д.54/1,пр-кт,Ленинградский ,д.54/1,7855730,муниципальный округ Аэропорт,1963
2281008,г Москва пр-кт Ленинградский д.54А,Москва,пр-кт Ленинградский д.54А,пр-кт,Ленинградский ,д.54А,8199910,муниципальный округ Аэропорт,н.д.
2281008,г Москва пр-кт Ленинградский д.56,Москва,пр-кт Ленинградский д.56,пр-кт,Ленинградский ,д.56,7855752,муниципальный округ Аэропорт,1938
2281008,г Москва пр-кт Ленинградский д.58,Москва,пр-кт Ленинградский д.58,пр-кт,Ленинградский ,д.58,7855762,муниципальный округ Аэропорт,1940
2281008,г Москва пр-кт Ленинградский д.60 кор.1,Москва,пр-кт Ленинградский д.60 кор.1,пр-кт,Ленинградский ,д.60 кор.1,8199917,муниципальный округ Аэропорт,н.д.
2281008,г Москва пр-кт Ленинградский д.60 кор.2,Москва,пр-кт Ленинградский д.60 кор.2,пр-кт,Ленинградский ,д.60 кор.2,8200007,муниципальный округ Аэропорт,н.д.
2281008,г Москва пр-кт Ленинградский д.60А,Москва,пр-кт Ленинградский д.60А,пр-кт,Ленинградский ,д.60А,8200011,муниципальный округ Аэропорт,н.д.
2281008,г Москва пр-кт Ленинградский д.62,Москва,пр-кт Ленинградский д.62,пр-кт,Ленинградский ,д.62,7855771,муниципальный округ Аэропорт,1938
2281008,г Москва пр-кт Ленинградский д.66,Москва,пр-кт Ленинградский д.66,пр-кт,Ленинградский ,д.66,8240411,муниципальный округ Аэропорт,1945
2281008,г Москва пр-кт Ленинградский д.74 кор.1,Москва,пр-кт Ленинградский д.74 кор.1,пр-кт,Ленинградский ,д.74 кор.1,8229486,муниципальный округ Аэропорт,1961
2281008,г Москва пр-кт Ленинградский д.74 кор.2,Москва,пр-кт Ленинградский д.74 кор.2,пр-кт,Ленинградский ,д.74 кор.2,8229489,муниципальный округ Аэропорт,1958
